Reporting Area,MMWR Year,MMWR Week,"Pertussis, Current week 2021","Pertussis, Previous 52 weeks Max","Pertussis, Cum 2020","Pertussis, Cum 2019"
ILLINOIS,2020,48,,46,337,809
IOWA,2020,48,,5,23,229
TEXAS,2020,48,,132,207,1033
ALASKA,2020,48,,3,12,42
DISTRICT OF COLUMBIA,2020,48,,2,9,26
WASHINGTON,2020,48,1,598,236,
NEW ENGLAND,2020,48,,18,95,819
RHODE ISLAND,2020,48,,8,4,28
OREGON,2020,48,,20,132,357
DELAWARE,2020,48,,3,13,6
ALABAMA,2020,48,,14,149,240
KANSAS,2020,48,,10,20,178
NORTH CAROLINA,2020,48,,16,186,455
GUAM,2020,48,,0,,12
NEW JERSEY,2020,48,,16,7,414
NEW MEXICO,2020,48,,8,56,150
EAST NORTH CENTRAL,2020,48,,117,1058,2772
TENNESSEE,2020,48,,9,84,186
CONNECTICUT,2020,48,,1,4,62
MARYLAND,2020,48,,6,32,86
SOUTH CAROLINA,2020,48,,7,11,210
OKLAHOMA,2020,48,,13,,34
NORTHERN MARIANA ISLANDS,2020,48,,0,,
OHIO,2020,48,,51,467,796
MINNESOTA,2020,48,,9,26,438
LOUISIANA,2020,48,,4,33,79
HAWAII,2020,48,,5,14,40
SOUTH ATLANTIC,2020,48,,86,770,1768
PENNSYLVANIA,2020,48,1,50,393,494
UTAH,2020,48,,12,113,365
COLORADO,2020,48,4,17,224,420
VERMONT,2020,48,,3,11,39
KENTUCKY,2020,48,,14,57,182
PUERTO RICO,2020,48,,5,4,141
MAINE,2020,48,,12,28,361
VIRGINIA,2020,48,,43,89,283
ARIZONA,2020,48,,27,345,331
AMERICAN SAMOA,2020,48,,0,,
WISCONSIN,2020,48,,19,121,473
IDAHO,2020,48,,17,59,203
U.S. VIRGIN ISLANDS,2020,48,,0,,
MICHIGAN,2020,48,,17,97,489
GEORGIA,2020,48,,13,197,309
NEW YORK CITY,2020,48,,8,64,207
ARKANSAS,2020,48,,5,38,123
MISSISSIPPI,2020,48,,2,9,52
SOUTH DAKOTA,2020,48,,4,3,142
WYOMING,2020,48,,4,11,29
MISSOURI,2020,48,,15,119,347
MIDDLE ATLANTIC,2020,48,1,100,608,1776
CALIFORNIA,2020,48,,61,586,3019
WEST VIRGINIA,2020,48,,3,21,34
FLORIDA,2020,48,,22,212,359
MONTANA,2020,48,,9,40,477
WEST NORTH CENTRAL,2020,48,,43,264,1540
MASSACHUSETTS,2020,48,,8,44,281
MOUNTAIN,2020,48,4,67,861,2045
INDIANA,2020,48,,6,36,205
NON-US RESIDENTS,2020,48,,0,,
US TERRITORIES,2020,48,,5,4,153
TOTAL,2020,49,3,1136,5250,16771
US RESIDENTS,2020,49,3,1135,5246,16617
NEW HAMPSHIRE,2020,49,,2,4,48
NEW YORK,2020,49,,31,144,692
PACIFIC,2020,49,2,673,989,3539
WEST SOUTH CENTRAL,2020,49,,150,292,1299
NEBRASKA,2020,49,,11,56,180
EAST SOUTH CENTRAL,2020,49,,24,302,674
NORTH DAKOTA,2020,49,,6,17,37
NEVADA,2020,49,,6,13,71
ILLINOIS,2020,49,,46,337,855
IOWA,2020,49,,5,23,234
TEXAS,2020,49,,132,221,1062
ALASKA,2020,49,,3,12,44
DISTRICT OF COLUMBIA,2020,49,,2,9,26
WASHINGTON,2020,49,2,598,239,
NEW ENGLAND,2020,49,,17,95,832
RHODE ISLAND,2020,49,,8,4,31
OREGON,2020,49,,20,132,370
DELAWARE,2020,49,,3,13,7
ALABAMA,2020,49,,14,150,245
KANSAS,2020,49,,8,20,183
NORTH CAROLINA,2020,49,,16,186,466
GUAM,2020,49,,0,,12
NEW JERSEY,2020,49,,16,7,430
NEW MEXICO,2020,49,,8,56,155
EAST NORTH CENTRAL,2020,49,,117,1058,2889
TENNESSEE,2020,49,,9,86,188
CONNECTICUT,2020,49,,1,4,63
MARYLAND,2020,49,,6,32,89
SOUTH CAROLINA,2020,49,,7,11,213
OKLAHOMA,2020,49,,13,,34
NORTHERN MARIANA ISLANDS,2020,49,,0,,
OHIO,2020,49,,51,467,829
MINNESOTA,2020,49,,9,27,447
LOUISIANA,2020,49,,4,33,79
HAWAII,2020,49,,5,14,45
SOUTH ATLANTIC,2020,49,1,86,776,1822
PENNSYLVANIA,2020,49,,50,393,544
UTAH,2020,49,,12,113,372
COLORADO,2020,49,,17,224,430
VERMONT,2020,49,,3,11,40
KENTUCKY,2020,49,,14,57,188
PUERTO RICO,2020,49,,5,4,142
MAINE,2020,49,,12,28,363
VIRGINIA,2020,49,,43,89,305
ARIZONA,2020,49,,27,345,340
AMERICAN SAMOA,2020,49,,0,,
WISCONSIN,2020,49,,19,121,488
IDAHO,2020,49,,17,59,219
U.S. VIRGIN ISLANDS,2020,49,,0,,
MICHIGAN,2020,49,,17,97,506
GEORGIA,2020,49,,14,201,320
NEW YORK CITY,2020,49,,8,64,210
ARKANSAS,2020,49,,5,38,124
MISSISSIPPI,2020,49,,2,9,53
SOUTH DAKOTA,2020,49,,4,3,142
WYOMING,2020,49,,4,11,30
MISSOURI,2020,49,,15,119,360
MIDDLE ATLANTIC,2020,49,,100,608,1876
CALIFORNIA,2020,49,,61,592,3080
WEST VIRGINIA,2020,49,,3,21,34
FLORIDA,2020,49,1,22,214,362
MONTANA,2020,49,,9,40,486
WEST NORTH CENTRAL,2020,49,,43,265,1583
MASSACHUSETTS,2020,49,,6,44,287
MOUNTAIN,2020,49,,67,861,2103
INDIANA,2020,49,,6,36,211
NON-US RESIDENTS,2020,49,,0,,
US TERRITORIES,2020,49,,5,4,154
TOTAL,2020,50,8,1138,5333,17204
US RESIDENTS,2020,50,8,1137,5329,17049
NEW HAMPSHIRE,2020,50,,2,4,48
NEW YORK,2020,50,,28,144,719
PACIFIC,2020,50,3,673,996,3594
WEST SOUTH CENTRAL,2020,50,,152,344,1378
NEBRASKA,2020,50,,6,56,184
EAST SOUTH CENTRAL,2020,50,,24,303,688
NORTH DAKOTA,2020,50,,6,17,38
NEVADA,2020,50,,6,13,72
ILLINOIS,2020,50,,39,337,872
IOWA,2020,50,,4,23,236
TEXAS,2020,50,,134,273,1138
ALASKA,2020,50,,3,12,44
GUAM,2020,50,,0,,12
DISTRICT OF COLUMBIA,2020,50,,2,9,26
WASHINGTON,2020,50,3,598,243,
NEW ENGLAND,2020,50,,17,95,843
RHODE ISLAND,2020,50,,8,4,33
OREGON,2020,50,,20,132,387
DELAWARE,2020,50,,3,16,7
ALABAMA,2020,50,,14,150,249
KANSAS,2020,50,,8,20,184
NORTH CAROLINA,2020,50,,16,187,472
NEW JERSEY,2020,50,,10,7,438
NEW MEXICO,2020,50,,8,56,160
EAST NORTH CENTRAL,2020,50,,95,1064,2957
TENNESSEE,2020,50,,9,87,192
CONNECTICUT,2020,50,,1,4,63
MARYLAND,2020,50,,6,32,95
SOUTH CAROLINA,2020,50,,7,11,217
OKLAHOMA,2020,50,,13,,34
NORTHERN MARIANA ISLANDS,2020,50,,0,,
OHIO,2020,50,,51,468,851
MINNESOTA,2020,50,,7,37,453
LOUISIANA,2020,50,,4,33,81
HAWAII,2020,50,,4,14,48
SOUTH ATLANTIC,2020,50,1,86,784,1865
PENNSYLVANIA,2020,50,,43,395,587
UTAH,2020,50,,12,113,377
COLORADO,2020,50,4,17,228,447
VERMONT,2020,50,,3,11,43
KENTUCKY,2020,50,,14,57,194
PUERTO RICO,2020,50,,5,4,143
MAINE,2020,50,,12,28,367
VIRGINIA,2020,50,,43,90,316
ARIZONA,2020,50,,27,338,353
AMERICAN SAMOA,2020,50,,0,,
WISCONSIN,2020,50,,19,121,501
IDAHO,2020,50,,17,59,229
U.S. VIRGIN ISLANDS,2020,50,,0,,
MICHIGAN,2020,50,,16,101,519
GEORGIA,2020,50,,14,203,325
NEW YORK CITY,2020,50,,8,64,216
ARKANSAS,2020,50,,5,38,125
MISSISSIPPI,2020,50,,2,9,53
SOUTH DAKOTA,2020,50,,4,3,143
WYOMING,2020,50,,4,11,30
MISSOURI,2020,50,,15,119,369
MIDDLE ATLANTIC,2020,50,,84,610,1960
CALIFORNIA,2020,50,,60,595,3115
WEST VIRGINIA,2020,50,,3,21,35
FLORIDA,2020,50,1,22,215,372
MONTANA,2020,50,,5,40,489
WEST NORTH CENTRAL,2020,50,,33,275,1607
MASSACHUSETTS,2020,50,,6,44,289
MOUNTAIN,2020,50,4,67,858,2157
INDIANA,2020,50,,4,37,214
NON-US RESIDENTS,2020,50,,0,,
US TERRITORIES,2020,50,,5,4,155
TOTAL,2020,51,8,1138,5365,17640
US RESIDENTS,2020,51,8,1137,5361,17480
NEW HAMPSHIRE,2020,51,,2,4,48
NEW YORK,2020,51,,28,144,731
PACIFIC,2020,51,2,673,999,3671
WEST SOUTH CENTRAL,2020,51,,152,352,1422
NEBRASKA,2020,51,,6,56,188
EAST SOUTH CENTRAL,2020,51,,24,309,707
NORTH DAKOTA,2020,51,,6,17,38
NEVADA,2020,51,,6,13,72
ILLINOIS,2020,51,,39,337,898
IOWA,2020,51,,4,23,240
TEXAS,2020,51,,134,280,1174
ALASKA,2020,51,,3,12,45
DISTRICT OF COLUMBIA,2020,51,,2,9,26
WASHINGTON,2020,51,2,598,245,
NEW ENGLAND,2020,51,,17,95,860
RHODE ISLAND,2020,51,,8,4,36
OREGON,2020,51,,20,132,402
DELAWARE,2020,51,,3,16,7
ALABAMA,2020,51,,14,150,253
KANSAS,2020,51,,8,20,188
NORTH CAROLINA,2020,51,,16,187,481
GUAM,2020,51,,0,,12
NEW JERSEY,2020,51,,10,7,448
NEW MEXICO,2020,51,,8,56,164
EAST NORTH CENTRAL,2020,51,,95,1070,3050
TENNESSEE,2020,51,,9,92,193
CONNECTICUT,2020,51,,1,4,63
MARYLAND,2020,51,,5,32,99
SOUTH CAROLINA,2020,51,,7,11,222
OKLAHOMA,2020,51,,13,,34
NORTHERN MARIANA ISLANDS,2020,51,,0,,
OHIO,2020,51,,51,470,880
MINNESOTA,2020,51,,7,37,460
LOUISIANA,2020,51,,4,34,85
HAWAII,2020,51,,4,15,52
SOUTH ATLANTIC,2020,51,2,86,786,1908
PENNSYLVANIA,2020,51,,34,395,620
UTAH,2020,51,,12,113,379
COLORADO,2020,51,4,16,232,458
VERMONT,2020,51,,3,11,43
KENTUCKY,2020,51,,14,58,208
PUERTO RICO,2020,51,,5,4,148
MAINE,2020,51,,12,28,379
VIRGINIA,2020,51,,43,90,328
ARIZONA,2020,51,,27,339,364
AMERICAN SAMOA,2020,51,,0,,
WISCONSIN,2020,51,,19,121,520
IDAHO,2020,51,,17,59,246
U.S. VIRGIN ISLANDS,2020,51,,0,,
MICHIGAN,2020,51,,16,104,535
GEORGIA,2020,51,,14,203,330
NEW YORK CITY,2020,51,,8,66,219
ARKANSAS,2020,51,,5,38,129
MISSISSIPPI,2020,51,,2,9,53
SOUTH DAKOTA,2020,51,,4,3,147
WYOMING,2020,51,,4,11,30
MISSOURI,2020,51,,15,119,378
MIDDLE ATLANTIC,2020,51,,60,612,2018
CALIFORNIA,2020,51,,60,595,3172
WEST VIRGINIA,2020,51,,3,21,36
FLORIDA,2020,51,2,22,217,379
MONTANA,2020,51,,5,40,492
WEST NORTH CENTRAL,2020,51,,33,275,1639
MASSACHUSETTS,2020,51,,6,44,291
MOUNTAIN,2020,51,4,67,863,2205
INDIANA,2020,51,,4,38,217
NON-US RESIDENTS,2020,51,,0,,
US TERRITORIES,2020,51,,5,4,160
TOTAL,2020,52,7,1138,5380,18778
US RESIDENTS,2020,52,7,1137,5376,18617
NEW HAMPSHIRE,2020,52,,2,4,49
NEW YORK,2020,52,,28,144,759
PACIFIC,2020,52,3,673,1003,4344
WEST SOUTH CENTRAL,2020,52,1,152,353,1574
NEBRASKA,2020,52,,6,56,192
EAST SOUTH CENTRAL,2020,52,,24,309,725
NORTH DAKOTA,2020,52,,6,17,38
NEVADA,2020,52,,6,13,75
ILLINOIS,2020,52,,39,338,912
IOWA,2020,52,,4,23,244
TEXAS,2020,52,1,134,281,1308
ALASKA,2020,52,,3,12,45
DISTRICT OF COLUMBIA,2020,52,,2,9,26
WASHINGTON,2020,52,3,598,248,598
NEW ENGLAND,2020,52,,16,95,876
RHODE ISLAND,2020,52,,8,4,44
OREGON,2020,52,,20,132,422
DELAWARE,2020,52,,3,16,7
ALABAMA,2020,52,,14,150,261
KANSAS,2020,52,,8,20,192
NORTH CAROLINA,2020,52,,16,187,491
GUAM,2020,52,,0,,12
NEW JERSEY,2020,52,,10,7,458
NEW MEXICO,2020,52,,8,56,167
EAST NORTH CENTRAL,2020,52,1,95,1073,3103
TENNESSEE,2020,52,,9,92,196
CONNECTICUT,2020,52,,1,4,63
MARYLAND,2020,52,,5,32,104
SOUTH CAROLINA,2020,52,,7,11,226
OKLAHOMA,2020,52,,13,,47
NORTHERN MARIANA ISLANDS,2020,52,,0,,
OHIO,2020,52,1,51,472,898
MINNESOTA,2020,52,,6,38,466
LOUISIANA,2020,52,,3,34,86
HAWAII,2020,52,,3,15,54
SOUTH ATLANTIC,2020,52,,86,788,1994
PENNSYLVANIA,2020,52,,34,397,639
UTAH,2020,52,,12,113,389
COLORADO,2020,52,2,16,234,464
VERMONT,2020,52,,3,11,43
KENTUCKY,2020,52,,10,58,214
NON-US RESIDENTS,2020,52,,0,,
PUERTO RICO,2020,52,,1,4,149
MAINE,2020,52,,6,28,383
VIRGINIA,2020,52,,43,90,371
ARIZONA,2020,52,,27,339,379
AMERICAN SAMOA,2020,52,,0,,
WISCONSIN,2020,52,,16,121,532
IDAHO,2020,52,,16,59,252
U.S. VIRGIN ISLANDS,2020,52,,0,,
MICHIGAN,2020,52,,13,104,543
GEORGIA,2020,52,,14,205,339
NEW YORK CITY,2020,52,,8,66,222
ARKANSAS,2020,52,,5,38,133
MISSISSIPPI,2020,52,,2,9,54
SOUTH DAKOTA,2020,52,,1,3,147
WYOMING,2020,52,,4,11,30
MISSOURI,2020,52,,15,119,393
MIDDLE ATLANTIC,2020,52,,60,614,2078
CALIFORNIA,2020,52,,60,596,3225
WEST VIRGINIA,2020,52,,3,21,39
FLORIDA,2020,52,,22,217,391
MONTANA,2020,52,,5,40,495
WEST NORTH CENTRAL,2020,52,,33,276,1672
MASSACHUSETTS,2020,52,,6,44,294
MOUNTAIN,2020,52,2,67,865,2251
INDIANA,2020,52,,4,38,218
US TERRITORIES,2020,52,,1,4,161
TOTAL,2020,53,1,369,5402,18778
US RESIDENTS,2020,53,1,369,5398,18617
NEW HAMPSHIRE,2020,53,,2,4,49
NEW YORK,2020,53,,15,144,759
PACIFIC,2020,53,,99,1005,4344
WEST SOUTH CENTRAL,2020,53,,35,354,1574
NEBRASKA,2020,53,,6,56,192
EAST SOUTH CENTRAL,2020,53,,24,309,725
NORTH DAKOTA,2020,53,,6,17,38
NEVADA,2020,53,,6,13,75
ILLINOIS,2020,53,,39,338,912
IOWA,2020,53,,3,24,244
TEXAS,2020,53,,27,282,1308
ALASKA,2020,53,,3,12,45
DISTRICT OF COLUMBIA,2020,53,,2,9,26
WASHINGTON,2020,53,,32,248,598
NEW ENGLAND,2020,53,,15,95,876
RHODE ISLAND,2020,53,,1,4,44
OREGON,2020,53,,14,132,422
DELAWARE,2020,53,,3,16,7
ALABAMA,2020,53,,14,150,261
KANSAS,2020,53,,8,20,192
NORTH CAROLINA,2020,53,,16,187,491
GUAM,2020,53,,0,,12
NEW JERSEY,2020,53,,5,7,458
NEW MEXICO,2020,53,,8,56,167
EAST NORTH CENTRAL,2020,53,,95,1073,3103
TENNESSEE,2020,53,,9,92,196
CONNECTICUT,2020,53,,1,4,63
MARYLAND,2020,53,,3,32,104
SOUTH CAROLINA,2020,53,,7,11,226
OKLAHOMA,2020,53,,0,,47
NORTHERN MARIANA ISLANDS,2020,53,,0,,
OHIO,2020,53,,51,472,898
MINNESOTA,2020,53,,4,38,466
LOUISIANA,2020,53,,3,34,86
HAWAII,2020,53,,3,15,54
SOUTH ATLANTIC,2020,53,,60,792,1994
PENNSYLVANIA,2020,53,,34,398,639
UTAH,2020,53,,12,121,389
COLORADO,2020,53,1,16,235,464
VERMONT,2020,53,,3,11,43
KENTUCKY,2020,53,,10,58,214
PUERTO RICO,2020,53,,1,4,149
MAINE,2020,53,,6,28,383
VIRGINIA,2020,53,,9,90,371
ARIZONA,2020,53,,27,342,379
AMERICAN SAMOA,2020,53,,0,,
WISCONSIN,2020,53,,16,121,532
IDAHO,2020,53,,16,59,252
U.S. VIRGIN ISLANDS,2020,53,,0,,
MICHIGAN,2020,53,,13,104,543
GEORGIA,2020,53,,14,205,339
NEW YORK CITY,2020,53,,8,67,222
ARKANSAS,2020,53,,5,38,133
MISSISSIPPI,2020,53,,2,9,54
SOUTH DAKOTA,2020,53,,1,3,147
WYOMING,2020,53,,4,11,30
MISSOURI,2020,53,,12,119,393
MIDDLE ATLANTIC,2020,53,,53,616,2078
CALIFORNIA,2020,53,,60,598,3225
WEST VIRGINIA,2020,53,,4,23,39
FLORIDA,2020,53,,22,219,391
MONTANA,2020,53,,5,40,495
WEST NORTH CENTRAL,2020,53,,22,277,1672
MASSACHUSETTS,2020,53,,6,44,294
MOUNTAIN,2020,53,1,67,877,2251
INDIANA,2020,53,,4,38,218
NON-US RESIDENTS,2020,53,,0,,
US TERRITORIES,2020,53,,1,4,161
